helmet, What does the object look like?, The object is typically rounded or oval in shape., Shape:0.8,Egg:0.7,Sphere:0.6,Fruit:, Shape:0.38095238095238093,Egg:0.3333333333333333,Sphere:0.2857142857142857, information_gain: 27.631021115928547, remaining_turns: 4
, pocket, What is the general size of the object you are thinking of?, The object is small enough to be held in one hand., Hand: 0.8, Small: 0.8, Object: 0., Hand:0.5,Small:0.5,Object:0.0, information_gain: 26.937873935368604, remaining_turns: 12
, pocket, What is the primary function of the object?, The primary function of the object is to hold things., Hold: 0.9, Object: 0.9, Function: 0., Hold:0.5,Object:0.5,Function:0.0, information_gain: 12.775789787124356, remaining_turns: 11
, pocket, What kind of things does the object typically hold?, The object typically holds small items., Small: 0.9, Hold: 0.9, Object: 0., Small:0.5,Hold:0.5,Object:0.0, information_gain: 0.3040988310811233, remaining_turns: 10
, pocket, What is the material the object is made of?, The material the object is made of is fabric., Fabric: 0.9, Hold: 0.9, Object: 0., Fabric:0.5,Hold:0.5,Object:0.0, information_gain: 7.593499169417759, remaining_turns: 9
, pocket, Is the object a pouch?, No., Pouch: -0.9, Hold: -0.9, Fabric: -0., Not Pouch:0.5,Not Hold:0.5,Fabric:-0.0, information_gain: 15.278556257666368, remaining_turns: 8
, pocket, What is the shape of the object?, The object is rectangular., Rectangular: 0.8, Object: 0.8, Shape: 0., Rectangular:0.5,Object:0.5,Shape:0.0, information_gain: 12.775789787124356, remaining_turns: 7
, pocket, My guess is that the object is a handkerchief. ?, The object has a pouch or compartment with a seam or stitching that encloses the items., Compartment: 0.8, Seam: 0.8, Object: 0, Compartment:0.5,Seam:0.5,Object:0.0, information_gain: 14.833455032275205, remaining_turns: 6
, violin, What does the object look like?, It is typically made of wood and has a distinctive shape with a long neck., Wood: 0.9, Neck: 0.9, Object: 0., Wood:0.5,Neck:0.5,Object:0.0, information_gain: 26.937873935368604, remaining_turns: 5
, violin, What is the purpose of the object?, The object is used to make music., Music: 0.9, Object: 0.9, Wood: 0., Music:0.5,Object:0.5,Wood:0.0, information_gain: 12.775789787124356, remaining_turns: 4
, violin, How is the music made with the object?, The music is made with the object by drawing a bow across strings or by plucking the strings with the fingers., String: 0.9, Pluck: 0.9, Music: 0., String:0.5,Pluck:0.5,Music:0.0, information_gain: 14.833455032275205, remaining_turns: 3
, violin, How many strings does the object typically have?, The object typically has 4 strings., String: 0.9, Four: 0.9, Object: 0., String:0.5,Four:0.5,Object:0.0, information_gain: 8.68967337742656, remaining_turns: 2
, violin, What is the typical size of the object?, The typical size of the object is about 35 inches long., Inch: 0.8, Long: 0.8, Object: 0., Inch:0.5,Long:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 1
, violin, I'm going to take a guess that the object is a violin.?, Correct., Violin: 1.0, String: 1.0, Wood: 1., Violin:0.3333333333333333,String:0.3333333333333333,Wood:0.3333333333333333, information_gain: 0.211309093667207, remaining_turns: 0
, suit, What is the general shape of the object?, The general shape of the object is a full body cover with sleeves and a torso cover., Cover: 0.8, Sleeve: 0.8, Torso: 0., Cover:0.5,Sleeve:0.5,Torso:0.0, information_gain: 26.937873935368604, remaining_turns: 4
, suit, What is the material the object is made of?, The object is made of fabric., Fabric: 0.9, Cover: 0.9, Object: 0., Fabric:0.5,Cover:0.5,Object:0.0, information_gain: 7.310690382787676, remaining_turns: 3
, suit, What is the object used for?, The object is used for formal wear and business attire., Formal: 0.9, Business: 0.9, Object: 0., Formal:0.5,Business:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 2
, suit, What is the color of the object?, Black., Black: 0.9, Formal: 0.9, Object: 0., Black:0.5,Formal:0.5,Object:0.0, information_gain: 7.8966376508182154, remaining_turns: 1
, suit, Is the object a suit?, Correct., Suit: 1.0, Formal: 1.0, Black: 1., Suit:0.3333333333333333,Formal:0.3333333333333333,Black:0.3333333333333333, information_gain: 0.27258092031432307, remaining_turns: 0
, bench, What is the general shape of the object?, The general shape of the object is long and flat with supports underneath., Flat: 0.8, Support: 0.8, Object: 0., Flat:0.5,Support:0.5,Object:0.0, information_gain: 26.937873935368604, remaining_turns: 4
, bench, What is the object typically used for?, The object is typically used for sitting., Sit: 0.9, Object: 0.9, Flat: 0., Sit:0.5,Object:0.5,Flat:0.0, information_gain: 12.775789787124356, remaining_turns: 3
, bench, What is the material the object is made of?, Wood., Wood: 0.9, Sit: 0.9, Object: 0., Wood:0.5,Sit:0.5,Object:0.0, information_gain: 9.587718183954093, remaining_turns: 2
, bench, How many people can the object typically seat?, 3 or more., Three: 0.9, Sit: 0.9, Object: 0., Three:0.5,Sit:0.5,Object:0.0, information_gain: 7.839906827736322, remaining_turns: 1
, bench, Is the object a bench?, Correct., Bench: 1.0, Sit: 1.0, Wood: 1., Bench:0.3333333333333333,Sit:0.3333333333333333,Wood:0.3333333333333333, information_gain: 0.6390799592896697, remaining_turns: 0
, banjo, What does the object look like?, The object is typically a stringed instrument with a round body and a long neck., String: 0.8, Round: 0.8, Neck: 0., String:0.5,Round:0.5,Neck:0.0, information_gain: 26.937873935368604, remaining_turns: 8
, banjo, What is the object typically used for?, The object is typically used for music., Music: 0.9, Object: 0.9, String: 0., Music:0.5,Object:0.5,String:0.0, information_gain: 12.775789787124356, remaining_turns: 7
, banjo, What material is the object's body made of?, The object's body is typically made of wood., Wood: 0.9, Music: 0.9, Object: 0., Wood:0.5,Music:0.5,Object:0.0, information_gain: 9.587718183954093, remaining_turns: 6
, banjo, My guess is that the object is a guitar.?, No., Guitar: -0.9, Music: -0.9, Wood: -0., Not Guitar:0.5,Not Music:0.5,Wood:-0.0, information_gain: 12.775789787124356, remaining_turns: 5
, banjo, How many strings does the object typically have?, 4., String: 0.9, Four: 0.9, Object: 0., String:0.5,Four:0.5,Object:0.0, information_gain: 9.215655677552348, remaining_turns: 4
, banjo, My guess is that the object is a ukulele.?, No., Ukulele: -0.9, String: -0.9, Four: -0., Not Ukulele:0.5,Not String:0.5,Four:-0.0, information_gain: 12.775789787124356, remaining_turns: 3
, banjo, How is the object typically played?, The object is typically played by plucking or strumming its strings with the fingers or a plectrum., String: 0.9, Pluck: 0.9, Object: 0., String:0.5,Pluck:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 2
, banjo, What is the typical size of the object?, The object is typically between 36 and 40 inches long., Inch: 0.8, Long: 0.8, Object: 0., Inch:0.5,Long:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 1
, banjo, My guess is that the object is a banjo.?, Correct., Banjo: 1.0, String: 1.0, Wood: 1., Banjo:0.3333333333333333,String:0.3333333333333333,Wood:0.3333333333333333, information_gain: 0.152136580455557, remaining_turns: 0
, strongbox, What is the general shape of the object?, The general shape of the object is rectangular., Rectangular: 0.8, Shape: 0.8, Object: 0., Rectangular:0.5,Shape:0.5,Object:0.0, information_gain: 26.937873935368604, remaining_turns: 10
, strongbox, What is the size of the object?, The object is approximately 12 inches by 6 inches by 6 inches., Inch: 0.8, Size: 0.8, Object: 0., Inch:0.5,Size:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 9
, strongbox, What is the object used for?, The object is used for storing valuable items., Store: 0.9, Valuable: 0.9, Object: 0., Store:0.5,Valuable:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 8
, strongbox, What material is the object made of?, Metal., Metal: 0.9, Store: 0.9, Object: 0., Metal:0.5,Store:0.5,Object:0.0, information_gain: 7.8966376508182154, remaining_turns: 7
, strongbox, How does the object protect the valuable items it is storing?, The object protects the valuable items it is storing by having a sturdy construction and a lock that prevents unauthorized access., Lock: 0.8, Protect: 0.8, Store: 0., Lock:0.5,Protect:0.5,Store:0.0, information_gain: 14.655209974566816, remaining_turns: 6
, strongbox, What type of lock does the object have?, The object has a combination lock., Lock: 0.9, Combination: 0.9, Object: 0., Lock:0.5,Combination:0.5,Object:0.0, information_gain: 7.81547125840083, remaining_turns: 5
, strongbox, What is a common place to find the object?, A common place to find the object is a bank., Bank: 0.9, Store: 0.9, Object: 0., Bank:0.5,Store:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 4
, strongbox, Is the object a safe?, No., Safe: -0.9, Store: -0.9, Metal: -0., Not Safe:0.5,Not Store:0.5,Metal:-0.0, information_gain: 13.169138723356037, remaining_turns: 3
, strongbox, How does the object differ from a safe?, The object I am thinking of is typically smaller than a safe., Small: 0.9, Object: 0.9, Store: 0., Small:0.5,Object:0.5,Store:0.0, information_gain: 13.766182852472081, remaining_turns: 2
, strongbox, What is the primary metal the object is made of?, Steel., Steel: 0.9, Store: 0.9, Object: 0., Steel:0.5,Store:0.5,Object:0.0, information_gain: 14.995660807622597, remaining_turns: 1
, strongbox, My guess is that the object is a steel security box.?, Correct., Box: 1.0, Steel: 1.0, Store: 1., Box:0.3333333333333333,Steel:0.3333333333333333,Store:0.3333333333333333, information_gain: 0.00970909659217625, remaining_turns: 0
, washbasin, What does the object look like?, The object is typically a bowl-shaped fixture., Bowl: 0.9, Object: 0.9, Look: 0., Bowl:0.5,Object:0.5,Look:0.0, information_gain: 26.937873935368604, remaining_turns: 3
, washbasin, What is the object's purpose?, The object's purpose is to hold water for washing hands or face., Water: 0.9, Wash: 0.9, Object: 0., Water:0.5,Wash:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 2
, washbasin, What is the object made of?, The object is made of ceramic., Ceramic: 0.9, Water: 0.9, Object: 0., Ceramic:0.5,Water:0.5,Object:0.0, information_gain: 9.587718183954093, remaining_turns: 1
, washbasin, I'm going to guess the object is a sink.?, Correct., Sink: 1.0, Water: 1.0, Ceramic: 1., Sink:0.3333333333333333,Water:0.3333333333333333,Ceramic:0.3333333333333333, information_gain: 0.00900555806879056, remaining_turns: 0
, lamppost, What is the general size of the object?, The object is generally tall and slender., Tall: 0.8, Slender: 0.8, Object: 0., Tall:0.5,Slender:0.5,Object:0.0, information_gain: 26.937873935368604, remaining_turns: 7
, lamppost, What is the object's primary purpose?, The object's primary purpose is to provide light., Light: 0.9, Object: 0.9, Purpose: 0., Light:0.5,Object:0.5,Purpose:0.0, information_gain: 12.775789787124356, remaining_turns: 6
, lamppost, What material is the object made of?, Metal., Metal: 0.9, Light: 0.9, Object: 0., Metal:0.5,Light:0.5,Object:0.0, information_gain: 9.587718183954093, remaining_turns: 5
, lamppost, Is the object a lamp?, yes., Lamp: 1.0, Light: 1.0, Metal: 1., Lamp:0.3333333333333333,Light:0.3333333333333333,Metal:0.3333333333333333, information_gain: 0.00900555806879056, remaining_turns: 4
, lamppost, What kind of lamp is it?, It is a street lamp., Street: 0.9, Lamp: 0.9, Metal: 0., Street:0.5,Lamp:0.5,Metal:0.0, information_gain: 12.775789787124356, remaining_turns: 3
, lamppost, Is the street lamp powered by electricity?, Yes., Electric: 0.9, Lamp: 0.9, Street: 0., Electric:0.5,Lamp:0.5,Street:0.0, information_gain: 9.587718183954093, remaining_turns: 2
, lamppost, What is the object that the street lamp is mounted on?, A lamppost., Post: 0.9, Lamp: 0.9, Street: 0., Post:0.5,Lamp:0.5,Street:0.0, information_gain: 7.839906827736322, remaining_turns: 1
, gurney, What is the general shape of the object?, The object is long and narrow., Long: 0.8, Narrow: 0.8, Object: 0., Long:0.5,Narrow:0.5,Object:0.0, information_gain: 26.937873935368604, remaining_turns: 10
, gurney, What is the object's size?, The object's size is approximately 6 feet long and 2 feet wide., Foot: 0.8, Long: 0.8, Wide: 0., Foot:0.5,Long:0.5,Wide:0.0, information_gain: 7.310690382787676, remaining_turns: 9
, gurney, What is the object's weight?, The object's weight is about 100 pounds., Pound: 0.8, Weight: 0.8, Object: 0., Pound:0.5,Weight:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 8
, gurney, What is the object's material?, The object is made of metal., Metal: 0.9, Object: 0.9, Long: 0., Metal:0.5,Object:0.5,Long:0.0, information_gain: 14.505390908553476, remaining_turns: 7
, gurney, What is the object's purpose?, The object's purpose is to transport people., Transport: 0.9, Object: 0.9, Metal: 0., Transport:0.5,Object:0.5,Metal:0.0, information_gain: 9.721362589288605, remaining_turns: 6
, gurney, My guess is that the object is a bicycle.?, No., Bicycle: -0.9, Transport: -0.9, Metal: -0., Not Bicycle:0.5,Not Transport:0.5,Metal:-0.0, information_gain: 12.775789787124356, remaining_turns: 5
, gurney, How many people can the object transport?, One., One: 0.9, Transport: 0.9, Object: 0., One:0.5,Transport:0.5,Object:0.0, information_gain: 11.443575217298104, remaining_turns: 4
, gurney, What is the object's propulsion method?, The object is not self propelled., Propel: -0.9, Transport: 0.9, Object: 0., Not Propel:0.5,Transport:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 3
, gurney, My guess is that the object is a wheelchair.?, No., Wheelchair: -0.9, Transport: -0.9, Metal: -0., Not Wheelchair:0.5,Not Transport:0.5,Metal:-0.0, information_gain: 9.342113127102422, remaining_turns: 2
, gurney, Is the object commonly found in a residential area?, No., Residential: -0.9, Transport: 0.9, Object: 0., Not Residential:0.5,Transport:0.5,Object:0.0, information_gain: 9.922251622007199, remaining_turns: 1
, gurney, My guess is that the object is a stretcher.?, Correct., Stretcher: 1.0, Transport: 1.0, Metal: 1, Stretcher:0.3333333333333333,Transport:0.3333333333333333,Metal:0.3333333333333333, information_gain: 0.0, remaining_turns: 0
, sharkskin, What is the general shape of the object?, The object is roughly rectangular., Rectangular: 0.8, Shape: 0.8, Object: 0., Rectangular:0.5,Shape:0.5,Object:0.0, information_gain: 26.937873935368604, remaining_turns: 6
, sharkskin, What is the object's size?, The object is about 6 inches by 6 inches., Inch: 0.8, Size: 0.8, Object: 0., Inch:0.5,Size:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 5
, sharkskin, What is the object's primary function?, The object's primary function is to protect., Protect: 0.9, Object: 0.9, Function: 0., Protect:0.5,Object:0.5,Function:0.0, information_gain: 12.775789787124356, remaining_turns: 4
, sharkskin, What material is the object made of?, The object is made of shark skin., Shark: 0.9, Skin: 0.9, Object: 0., Shark:0.5,Skin:0.5,Object:0.0, information_gain: 14.833455032275205, remaining_turns: 3
, sharkskin, Is the object man-made?, Yes., Man: 0.9, Shark: 0.9, Object: 0., Man:0.5,Shark:0.5,Object:0.0, information_gain: 7.807819991783031, remaining_turns: 2
, sharkskin, What is the object used to protect?, It is used to protect from abrasion., Abrasion: 0.9, Protect: 0.9, Object: 0., Abrasion:0.5,Protect:0.5,Object:0.0, information_gain: 9.186117211416194, remaining_turns: 1
