secret,turn_index,question,label
tinfoil,46,"I'm going to guess that the object is a metal device used to slice or spread a type of topping that is commonly put on toast, such as a metal masher for mashed bananas?",Function
tinfoil,47,"Is the object used to prepare or slice a type of fruit that is commonly put on toast, such as a metal corer for apples?",Function
tinfoil,48,"Is the object used to prepare or slice a type of fruit that is commonly paired with toast, such as a metal juicer for oranges?",Function
tinfoil,49,I'm going to guess that the object is a metal toaster?,Direct
tinfoil,50,"Is the object used to prepare or slice a type of food that is commonly put on toast, such as a metal slicer for meats or cheeses?",Function
tinsel,1,Is the object you are thinking of something that can be held in your hand?,Attribute
tinsel,2,Is the object you are thinking of man-made?,Category
tinsel,3,Does the object you are thinking of have buttons or controls?,Attribute
tinsel,4,Is the object you are thinking of used for entertainment?,Function
tinsel,5,Is the object you are thinking of a book?,Direct
tinsel,6,Is the object you are thinking of electronic?,Category
tinsel,7,Is the object you are thinking of a toy?,Category
tinsel,8,Is the object you are thinking of a stuffed animal?,Category
tinsel,9,Is the object you are thinking of made primarily of plastic?,Attribute
tinsel,10,Is the object you are thinking of a ball?,Direct
tinsel,11,Is the object you are thinking of a puzzle?,Category
tinsel,12,Is the object you are thinking of made of wood?,Attribute
tinsel,13,Is the object you are thinking of a doll?,Direct
tinsel,14,Is the object you are thinking of made of fabric?,Attribute
tinsel,15,Is the object you are thinking of a game?,Category
tinsel,16,Is the object you are thinking of a yo-yo?,Direct
tinsel,17,Is the object you are thinking of a top?,Category
tinsel,18,Is the object you are thinking of a kite?,Direct
tinsel,19,Is the object you are thinking of a slinky?,Direct
tinsel,20,Is the object you are thinking of a frisbee?,Direct
tinsel,21,Is the object you are thinking of a deck of cards?,Direct
tinsel,22,Is the object you are thinking of a jump rope?,Direct
tinsel,23,Is the object you are thinking of a maraca?,Direct
tinsel,24,Is the object you are thinking of a harmonica?,Direct
tinsel,25,Is the object you are thinking of a kaleidoscope?,Direct
tinsel,26,Is the object you are thinking of a pinwheel?,Direct
tinsel,27,Is the object you are thinking of a finger puppet?,Category
tinsel,28,Is the object you are thinking of a spinning top?,Direct
tinsel,29,Is the object you are thinking of a rubber chicken?,Direct
tinsel,30,Is the object you are thinking of a whoopee cushion?,Direct
tinsel,31,Is the object you are thinking of a stress ball?,Direct
tinsel,32,Is the object you are thinking of a balloon?,Direct
tinsel,33,Is the object you are thinking of a squirt gun?,Direct
tinsel,34,Is the object you are thinking of a water gun?,Direct
tinsel,35,Is the object you are thinking of a bubble wand?,Direct
tinsel,36,Is the object you are thinking of a sidewalk chalk?,Direct
tinsel,37,Is the object you are thinking of a playdough?,Direct
tinsel,38,Is the object you are thinking of a Etch A Sketch?,Direct
tinsel,39,Is the object you are thinking of a View-Master?,Direct
tinsel,40,Is the object you are thinking of a Mr. Potato Head?,Direct
tinsel,41,Is the object you are thinking of a Lincoln Logs?,Direct
tinsel,42,Is the object you are thinking of a Tinkertoy?,Direct
tinsel,43,Is the object you are thinking of a Nerf gun?,Direct
tinsel,44,Is the object you are thinking of a bow and arrow?,Direct
tinsel,45,Is the object you are thinking of a hula hoop?,Direct
tinsel,46,Is the object you are thinking of a skateboard?,Direct
tinsel,47,Is the object you are thinking of a bicycle?,Direct
tinsel,48,Is the object you are thinking of a pogo stick?,Direct
tinsel,49,Is the object you are thinking of a seesaw?,Direct
tinsel,50,Is the object you are thinking of a swing?,Direct
toboggan,1,Is the object you are thinking of something that can be held in your hand?,Attribute
toboggan,2,Is the object you are thinking of man-made?,Category
toboggan,3,Is the object you are thinking of used for transportation?,Function
toboggan,4,Is the object you are thinking of a car?,Direct
toboggan,5,Does the object you are thinking of have wings?,Attribute
toboggan,6,Does the object you are thinking of travel on water?,Function
toboggan,7,Does the object you are thinking of have wheels?,Attribute
toboggan,8,Is the object you are thinking of a train?,Direct
toboggan,9,Is the object you are thinking of a motorcycle?,Direct
toboggan,10,Is the object you are thinking of a bicycle?,Direct
toboggan,11,Is the object you are thinking of a spacecraft?,Category
toboggan,12,Is the object you are thinking of a skateboard?,Direct
toboggan,13,Is the object you are thinking of an airplane?,Direct
toboggan,14,Is the object you are thinking of a boat?,Direct
toboggan,15,Is the object you are thinking of a rocket?,Direct
toboggan,16,Is the object you are thinking of a sled?,Direct
toboggan,17,Is the object you are thinking of a toboggan?,Direct
toga,1,Is the object you are thinking of something that can be held in your hand?,Attribute
toga,2,Is the object you are thinking of man-made?,Category
toga,3,Is the object you are thinking of used for transportation?,Function
toga,4,Is the object you are thinking of something that can be found indoors?,Location
toga,5,Is the object you are thinking of electronic?,Category
toga,6,Is the object you are thinking of made of fabric?,Attribute
toga,7,Is the object you are thinking of a piece of furniture?,Category
toga,8,Is the object you are thinking of something that can be worn?,Category
toga,9,I guess the object you are thinking of is a shirt.?,Direct
toga,10,Is the object you are thinking of typically worn on the feet?,Category
toga,11,Does the object you are thinking of cover the head?,Function
toga,12,Is the object you are thinking of a type of pants?,Category
toga,13,"Does the object you are thinking of cover the torso, but is not a shirt?",Category
toga,14,I guess the object you are thinking of is a jacket. ?,Direct
tomahawk,1,Is the object you are thinking of something that can be held in your hand?,Attribute
tomahawk,2,Is the object you are thinking of man-made?,Category
tomahawk,3,Does the object you are thinking of have buttons or controls?,Attribute
tomahawk,4,Is the object you are thinking of used for entertainment?,Function
tomahawk,5,Is the object you are thinking of made primarily of plastic?,Attribute
tomahawk,6,Is the object you are thinking of related to food or drink in any way?,Category
tomahawk,7,Is the object you are thinking of used for personal grooming or hygiene?,Function
tomahawk,8,Is the object you are thinking of made of metal?,Attribute
tomahawk,9,Is the object you are thinking of a tool?,Category
tomahawk,10,I'm going to guess that the object you are thinking of is a hammer.?,Direct
tomahawk,11,Does the object you are thinking of have a sharp edge?,Attribute
tomahawk,12,I'm going to guess that the object you are thinking of is a knife.?,Direct
tomahawk,13,"Is the object you are thinking of used for a specific task, like cutting, prying, or tightening?",Function
tomahawk,14,Is the object you are thinking of used for cutting?,Function
tomahawk,15,I'm going to guess that the object you are thinking of is a pair of scissors.?,Direct
tomahawk,16,"Is the object you are thinking of a single blade, like a razor or a utility knife?",Category
tomahawk,17,I'm going to guess that the object you are thinking of is a utility knife.?,Direct
tomahawk,18,Does the object you are thinking of have a retractable blade?,Attribute
tomahawk,19,Is the object you are thinking of a pocket knife?,Direct
